tempo_contrato,valor_mensal,reclamacoes,cancelou,nota_satisfacao,chamados_suporte
47,101.75,1,0,5,0
29,79.53,1,0,4,0
18,80.69,2,0,5,2
35,93.63,3,0,5,3
36,82.74,1,0,5,2
25,112.42,0,0,5,0
22,73.04,1,0,5,0
4,143.21,0,0,5,1
21,97.79,2,0,5,1
36,97.98,1,0,5,0
20,90.86,0,0,4,1
30,120.21,3,0,5,2
34,102.33,0,0,3,1
9,133.18,0,0,5,2
38,85.69,1,0,5,2
2,63.78,2,0,5,6
32,88.69,1,0,5,0
45,96.27,2,0,5,0
6,71.92,1,0,4,1
17,116.28,0,0,4,1
15,104.78,0,0,4,1
17,66.99,1,0,4,2
33,88.08,1,0,4,0
38,136.98,2,0,5,4
6,67.8,2,0,4,4
47,140.55,1,0,5,2
9,100.69,4,0,3,4
37,109.38,2,0,5,3
32,66.63,1,0,4,0
9,149.04,1,1,5,0
20,115.06,2,0,5,5
25,108.54,1,0,5,2
31,75.11,1,0,5,1
24,70.15,0,0,5,2
6,67.39,1,1,5,1
34,90.36,1,0,5,0
26,109.78,1,0,5,1
29,95.53,1,0,4,1
4,138.55,2,1,5,5
3,139.23,6,0,2,6
3,64.1,2,1,4,1
11,108.61,2,0,5,3
12,131.01,1,1,5,1
9,50.36,1,0,5,0
21,147.58,3,0,4,4
12,104.78,2,1,4,0
47,130.96,5,0,4,6
21,119.38,3,0,4,1
25,146.22,2,0,3,1
39,87.08,3,0,4,1
37,139.54,2,0,4,2
39,111.61,0,0,5,0
44,122.52,1,0,5,2
43,59.94,1,0,4,2
3,106.99,0,0,5,3
8,56.74,0,1,5,0
34,105.27,1,0,5,1
47,74.4,3,0,4,0
28,74.08,0,0,5,0
40,73.14,3,0,5,1
47,89.26,2,0,5,1
34,105.86,0,0,5,3
35,103.08,0,0,5,2
43,144.51,3,1,5,0
14,91.41,2,0,5,1
16,114.87,0,0,5,0
31,130.0,0,0,5,1
31,90.67,2,0,5,2
31,120.59,0,0,5,1
13,68.7,1,0,5,2
13,98.84,0,0,5,0
9,51.3,1,0,5,0
4,119.05,2,0,5,2
29,55.21,2,0,5,1
24,78.57,1,0,5,0
29,89.52,1,0,5,1
32,53.33,1,0,5,0
8,141.2,4,1,4,8
45,134.05,2,0,5,1
21,128.87,2,0,5,1
35,127.02,0,0,3,1
39,108.0,3,0,4,3
32,130.97,0,0,5,1
36,97.25,3,1,5,0
10,135.64,2,0,3,3
46,141.75,3,0,5,2
29,122.55,1,0,5,0
25,110.63,4,0,3,2
48,102.6,1,0,5,2
28,56.98,1,0,5,1
42,81.97,2,0,5,0
25,109.8,3,0,4,0
19,115.96,0,0,5,1
40,118.48,0,0,5,0
5,107.01,2,0,5,2
43,120.6,2,0,4,1
30,124.16,3,0,5,2
44,97.84,2,0,5,3
22,102.61,2,0,5,1
3,90.11,3,0,5,1
26,102.67,1,0,5,1
29,105.72,0,0,5,0
20,93.65,1,0,5,1
42,70.37,0,0,5,1
35,119.7,0,0,5,2
38,146.32,1,0,5,2
45,112.61,4,0,5,1
41,108.88,2,0,5,0
30,94.1,1,0,4,2
41,76.65,1,0,4,0
17,127.62,0,0,5,2
2,126.62,1,0,4,1
5,132.45,0,0,5,1
36,64.71,2,0,5,0
9,136.52,2,0,5,2
27,106.18,1,0,5,1
5,147.14,1,0,5,0
44,112.26,4,0,3,2
5,77.89,3,0,4,3
9,85.0,1,0,5,1
44,51.21,0,0,5,0
12,115.41,5,0,5,6
29,93.27,1,0,5,1
1,53.97,2,0,4,6
14,126.94,1,0,5,0
38,82.45,2,0,5,1
10,147.28,1,0,5,1
44,127.19,3,0,4,1
14,87.72,2,0,5,3
42,146.4,1,0,5,0
8,99.81,0,0,5,0
30,141.84,3,0,5,3
31,106.13,1,0,5,2
30,51.23,1,0,4,0
24,139.85,2,0,5,1
33,109.71,2,1,4,1
32,54.0,1,0,5,2
11,95.63,2,0,5,1
14,84.33,2,0,5,0
27,79.86,3,0,4,2
1,123.31,1,0,5,2
26,105.75,1,0,5,2
6,145.15,2,0,4,2
2,85.81,3,1,3,2
3,56.5,2,0,5,1
26,97.75,4,0,5,0
33,71.98,2,0,5,0
5,54.61,2,0,4,0
44,135.75,1,0,4,1
8,98.5,1,0,5,2
15,106.46,2,0,5,5
3,57.34,2,0,4,2
24,127.42,0,0,5,0
17,114.14,3,0,4,2
22,136.25,0,0,5,1
17,53.92,3,0,5,2
22,118.64,0,0,4,0
25,61.01,3,0,5,3
25,81.33,0,0,5,0
18,90.57,0,0,5,2
7,113.91,2,0,4,4
2,75.63,0,0,4,1
22,89.88,0,0,5,1
15,89.45,0,0,5,1
43,123.99,4,0,4,0
10,109.7,1,0,4,2
19,58.89,1,0,5,0
36,96.03,2,0,5,1
34,120.29,2,0,5,1
8,119.02,2,0,5,2
3,55.31,2,0,3,0
10,118.3,5,0,3,10
43,61.75,3,0,4,1
3,129.38,1,1,5,3
44,120.66,5,0,5,4
28,127.61,3,0,4,3
22,129.04,1,0,4,0
23,145.94,0,0,4,0
18,61.39,1,0,5,1
39,58.88,2,0,5,0
31,115.78,1,0,4,1
9,108.73,1,0,5,1
2,59.41,1,0,4,2
3,100.79,2,0,5,3
29,137.17,1,0,5,3
14,73.29,2,0,5,5
32,123.85,4,0,4,0
30,85.4,0,0,5,0
25,85.05,0,0,5,0
3,123.22,2,0,4,1
35,80.78,1,0,4,0
24,80.0,2,0,5,0
35,143.71,2,0,3,3
12,128.98,1,1,5,1
10,95.63,2,0,5,2
4,148.4,1,0,4,2
6,147.06,1,0,5,1
7,66.07,0,0,5,0
34,101.74,2,0,5,1
24,142.44,1,0,5,0
36,88.13,0,0,5,0
43,50.19,0,0,5,0
48,127.79,2,0,5,2
46,83.57,1,0,5,2
27,80.15,2,0,4,2
1,104.9,2,0,4,1
26,107.61,2,0,5,0
41,60.35,1,0,5,0
35,55.97,1,0,5,0
23,66.72,1,0,5,0
46,135.35,0,0,4,1
33,132.45,1,0,5,1
33,135.47,0,0,5,2
37,62.21,2,1,4,2
41,136.96,1,0,5,1
43,102.38,0,0,5,0
9,108.56,1,0,5,0
32,75.98,4,0,3,3
31,146.03,2,0,5,2
14,147.05,2,1,5,1
18,123.47,3,0,5,4
46,95.04,0,0,4,1
32,99.72,0,0,5,1
24,62.04,0,0,5,1
6,52.06,2,0,5,3
31,147.84,0,0,4,1
46,147.34,4,0,5,4
9,103.36,0,0,4,2
28,128.83,2,0,5,2
14,111.72,1,0,5,0
47,50.32,0,0,5,1
38,82.78,3,0,5,2
47,138.06,0,0,5,1
39,117.21,1,0,5,2
39,82.33,2,1,5,2
26,124.76,0,0,4,0
12,118.93,2,0,5,2
32,67.31,1,0,5,2
2,139.95,1,0,3,2
17,110.2,0,0,5,2
45,112.69,0,0,5,1
28,125.03,0,0,5,1
36,125.63,1,0,5,1
25,79.16,2,0,4,0
9,57.12,4,0,4,2
24,126.54,2,0,5,3
18,134.35,1,0,4,4
5,145.68,2,1,4,1
13,57.72,0,0,5,0
32,72.19,0,0,5,0
5,57.39,2,0,5,0
13,59.55,2,0,5,4
3,79.23,2,0,5,1
45,137.84,1,0,5,2
33,121.47,1,0,5,1
21,119.03,1,0,5,2
2,115.16,1,0,4,5
10,92.57,2,1,5,1
10,147.56,2,0,3,0
40,113.27,2,0,5,2
14,56.59,0,0,4,0
30,98.93,2,0,5,2
16,149.26,0,0,5,2
9,121.3,0,0,5,1
32,102.74,0,0,5,2
28,92.97,3,0,4,1
46,65.12,0,0,5,1
34,121.06,2,0,5,0
25,126.83,1,0,4,2
28,61.22,0,0,5,0
36,50.5,2,0,5,0
7,119.83,0,0,4,3
35,107.04,4,1,5,0
15,70.08,0,0,5,0
24,53.61,0,0,5,0
7,149.25,2,0,4,7
2,123.09,0,0,5,1
37,121.74,2,0,5,2
45,105.16,1,0,5,2
33,52.97,1,0,5,4
39,105.86,1,0,5,0
38,96.39,1,0,5,1
19,129.62,4,0,3,3
27,85.56,0,0,5,0
33,105.09,3,0,4,3
22,130.29,1,0,5,0
22,145.95,0,0,5,1
47,52.99,0,0,5,1
15,91.78,3,1,5,1
40,62.38,2,0,5,2
23,96.79,3,0,5,1
30,94.51,2,0,5,0
11,133.08,0,0,5,1
29,51.82,1,0,5,0
39,91.66,1,0,4,0
1,116.08,4,1,3,7
10,50.21,1,0,4,1
38,144.99,3,0,5,1
37,90.02,0,0,4,0
34,145.28,2,0,4,1
42,96.61,0,0,5,1
4,80.25,2,0,4,1
38,119.92,0,0,4,1
45,117.28,4,0,5,3
23,78.09,1,0,5,1
19,85.66,2,0,3,1
16,92.72,2,0,5,2
4,78.86,1,0,5,2
24,112.8,3,0,3,3
39,81.33,2,0,4,1
48,71.48,0,0,5,2
4,74.6,3,0,5,3
7,103.66,0,0,4,2
13,81.09,2,1,4,1
23,108.56,2,0,5,0
16,59.98,1,0,5,2
16,81.63,0,0,4,2
27,90.96,2,0,5,2
38,103.2,0,0,5,2
44,56.87,1,0,5,0
20,125.61,1,1,5,0
23,60.74,2,0,5,1
40,144.27,1,0,5,2
3,143.84,0,0,3,5
44,67.28,0,0,5,0
37,79.36,4,0,4,0
24,135.09,2,0,5,1
17,111.32,3,0,4,4
3,128.09,3,0,4,4
41,87.63,2,0,5,3
13,83.34,1,0,4,2
24,140.55,1,0,5,2
44,73.55,0,0,5,2
43,94.59,2,0,5,0
18,127.26,2,0,4,0
40,71.79,4,0,5,1
17,89.62,1,0,4,1
7,89.84,5,1,2,3
25,141.48,0,0,4,0
24,129.49,1,0,5,3
38,78.78,2,0,4,1
12,94.0,2,0,5,3
29,124.56,0,0,5,2
41,82.16,2,0,4,0
31,149.39,0,0,5,2
25,140.06,3,0,5,2
24,57.67,1,0,4,0
32,91.67,3,0,5,2
35,80.85,1,0,5,1
38,70.71,4,0,4,0
8,122.96,1,0,5,4
41,73.65,3,0,5,1
2,128.23,0,0,5,1
42,97.71,1,0,5,0
40,95.72,2,0,5,2
43,55.99,3,0,5,1
47,99.71,2,0,4,0
15,142.68,2,1,5,0
13,113.23,4,1,5,3
2,144.03,3,1,4,4
20,130.2,5,0,1,6
32,146.04,1,0,4,1
33,124.14,1,0,5,0
20,61.27,2,0,5,1
32,71.62,0,0,5,1
17,123.85,2,0,4,1
13,85.01,1,0,5,1
32,118.28,1,0,5,0
27,116.99,0,0,5,1
41,137.37,0,0,5,3
32,53.26,1,0,5,1
3,90.97,0,0,4,0
2,129.17,3,0,4,2
3,127.16,1,0,2,0
2,57.09,0,0,5,3
9,125.28,3,0,5,4
23,136.45,3,0,5,1
45,119.39,0,0,5,1
4,56.1,0,0,5,0
41,91.7,3,0,4,1
38,79.95,0,0,5,2
37,78.04,1,0,5,2
22,138.06,2,1,4,1
16,147.62,0,0,3,1
14,57.86,4,0,4,2
22,100.79,2,0,4,3
19,90.2,0,0,5,1
40,92.65,2,0,5,0
8,100.34,1,0,5,1
15,52.72,1,1,5,1
45,107.51,1,0,5,2
25,50.19,4,0,4,5
15,67.16,1,0,4,1
30,79.2,3,0,5,1
34,93.06,0,0,5,0
42,61.09,1,0,4,0
27,87.82,1,0,5,2
23,137.31,3,0,4,1
7,99.64,2,0,5,3
1,66.28,0,0,4,2
40,111.35,0,0,5,0
32,87.23,4,0,4,3
10,104.19,0,0,4,1
11,143.83,1,0,4,0
32,128.37,3,0,5,1
18,120.51,0,0,5,0
33,138.02,3,0,4,0
26,107.79,3,0,4,2
25,100.17,3,0,5,2
42,149.63,2,0,5,1
13,84.86,2,0,4,4
35,123.14,0,0,5,0
39,123.66,1,0,5,1
2,71.0,2,0,5,3
25,148.64,0,0,5,1
26,93.17,0,0,5,0
39,117.8,1,0,5,0
8,102.04,1,0,5,0
27,146.66,2,1,5,0
46,122.63,2,0,4,1
13,109.28,1,0,5,0
14,112.24,2,0,5,3
21,106.69,0,0,5,1
38,105.6,3,0,5,0
16,144.46,2,0,4,2
20,57.27,1,0,4,1
39,50.61,3,0,5,1
22,123.05,2,0,4,1
7,55.38,2,0,4,2
5,68.71,1,0,5,1
44,96.12,3,0,3,0
48,63.16,2,0,5,0
28,77.28,3,0,4,0
3,54.43,6,1,2,4
43,132.14,0,0,5,0
21,103.79,1,0,5,0
41,65.65,3,1,4,1
29,53.98,2,0,5,0
44,111.63,5,1,4,1
35,146.12,2,0,5,1
9,91.25,2,0,4,3
4,55.93,1,0,5,2
42,104.91,0,0,5,0
18,110.91,2,0,5,2
4,102.97,1,1,5,2
39,149.0,1,0,4,1
29,137.91,0,0,5,1
18,96.27,1,0,4,2
29,121.71,2,0,5,4
31,51.76,0,0,5,1
25,145.07,1,0,5,4
19,66.4,2,0,5,0
10,122.84,0,0,5,2
40,79.97,1,0,5,0
33,122.0,1,0,5,1
20,89.6,0,0,5,0
22,97.74,1,0,5,2
44,83.05,4,0,4,2
27,130.17,0,0,4,1
25,108.33,5,0,5,4
13,101.66,1,0,5,2
9,88.71,1,0,4,1
48,126.34,5,0,5,2
27,133.03,1,0,5,2
4,141.31,0,0,5,0
1,74.0,6,0,2,5
38,94.42,1,0,5,3
23,134.29,5,0,3,5
37,107.18,1,0,5,0
6,51.12,2,0,4,2
4,136.4,2,0,4,2
29,96.73,0,0,5,0
41,118.48,5,0,5,1
40,111.3,0,0,5,0
18,91.73,2,0,5,2
29,92.95,1,0,5,0
32,109.89,3,0,5,0
24,84.28,0,0,4,1
5,63.86,0,0,5,0
14,74.79,1,0,5,1
7,96.76,3,0,4,3
14,72.31,1,0,5,1
29,71.34,2,1,5,0
21,124.5,1,0,5,1
43,138.72,1,0,5,1
46,100.76,0,0,5,2
8,115.62,3,1,3,6
15,108.46,2,0,3,4
35,84.95,0,0,4,1
15,142.95,1,0,4,2
8,83.85,1,1,5,2
19,127.39,2,0,4,0
24,93.74,6,1,3,5
13,119.76,5,0,3,8
41,89.42,1,0,4,1
25,130.43,3,0,4,0
12,50.3,2,0,5,3
7,133.91,0,0,4,1
15,105.17,1,0,5,1
42,124.84,1,0,3,0
44,74.68,3,0,3,0
29,80.17,4,0,4,4
17,117.82,3,1,4,4
4,59.06,1,0,5,3
5,118.12,2,0,5,3
38,123.22,2,0,5,0
20,142.32,1,0,4,2
33,93.06,2,0,5,1
48,121.33,0,0,4,1
20,106.98,1,0,5,1
39,146.05,1,0,4,3
10,51.5,1,0,5,5
11,147.9,1,0,4,0
22,104.97,2,0,5,2
33,95.53,1,0,5,0
6,101.4,1,0,5,1
34,54.91,1,0,4,1
8,87.18,1,0,5,1
40,144.68,1,0,5,1
30,125.97,0,0,5,0
7,149.58,0,0,3,0
7,86.69,1,0,4,0
39,68.04,0,0,5,1
40,90.1,2,0,5,1
17,103.85,1,1,4,1
45,76.55,1,0,5,1
32,97.54,3,0,4,1
26,113.79,0,0,5,0
18,80.77,2,0,5,1
46,64.69,1,0,5,0
32,85.53,1,0,5,3
47,112.35,1,0,4,0
20,129.4,0,0,5,0
28,80.89,0,0,5,0
13,69.05,0,0,5,1
29,127.23,1,0,5,1
10,131.8,1,1,4,4
40,56.19,3,0,5,2
41,97.63,3,0,4,1
25,149.59,1,0,5,2
26,113.74,1,0,5,2
13,140.8,1,0,5,1
1,56.38,2,0,5,4
31,105.56,2,0,5,3
34,102.43,1,0,4,0
14,59.37,1,0,5,2
31,73.82,1,0,5,0
20,117.9,3,0,5,1
37,103.65,3,0,5,1
14,74.21,0,0,5,3
25,138.04,1,0,5,3
15,115.73,1,0,5,2
31,64.25,1,0,5,0
33,83.0,2,1,5,1
14,130.88,2,0,5,2
46,52.66,2,0,5,0
5,86.96,1,0,3,3
3,109.34,2,1,4,4
33,75.61,3,0,5,0
33,84.07,0,0,5,0
36,142.3,0,0,3,1
8,87.87,1,0,5,1
29,112.6,2,0,5,2
41,109.35,2,0,5,0
25,82.24,0,0,5,0
22,99.78,1,0,5,0
16,53.37,4,0,4,2
2,128.24,1,0,5,2
1,88.02,0,0,5,0
16,126.34,2,0,3,0
32,110.72,1,0,5,0
22,94.23,4,0,4,4
36,148.92,1,0,5,1
33,131.95,2,0,4,2
28,102.18,4,0,3,2
12,62.28,0,0,5,0
30,89.69,2,0,5,0
37,119.84,2,0,5,2
35,105.56,0,0,5,3
16,55.97,2,0,5,4
40,97.04,1,0,5,0
36,139.77,0,0,5,1
40,105.9,1,0,5,1
9,58.37,3,0,5,2
21,63.1,2,0,4,1
10,120.18,3,0,5,1
36,121.36,2,0,4,1
3,119.65,1,0,5,1
2,77.18,2,0,5,4
22,99.42,1,0,5,1
47,111.41,1,0,4,2
34,102.93,2,0,5,1
33,81.79,2,0,5,2
48,106.1,5,0,4,4
19,59.55,2,0,5,1
47,144.15,2,0,5,0
15,81.19,0,0,4,1
12,94.6,0,0,5,0
21,56.76,3,0,5,1
15,75.34,1,0,5,0
14,64.23,3,0,5,2
48,86.76,2,0,5,0
44,121.74,1,0,5,0
40,118.8,3,0,4,1
32,116.42,3,0,5,1
8,113.94,1,0,5,1
47,148.18,2,0,5,2
48,147.84,2,0,5,0
24,68.48,0,0,4,0
45,56.42,1,0,4,2
37,76.16,2,0,5,1
16,114.24,0,0,5,1
16,66.22,1,0,5,2
25,59.84,0,0,5,0
45,106.98,1,0,5,2
16,73.32,0,0,5,1
42,51.57,2,0,5,1
20,124.68,2,0,3,3
21,121.59,0,0,5,1
11,87.7,3,0,5,3
18,62.52,6,0,1,6
7,61.48,1,0,5,3
14,51.0,3,0,5,1
2,92.41,0,0,5,1
34,108.11,2,0,5,1
24,73.97,5,0,3,4
5,127.09,2,0,5,4
10,67.81,1,0,5,6
38,55.04,0,0,5,0
1,94.59,2,0,3,2
19,126.93,0,1,5,1
24,115.65,0,0,5,0
1,106.78,1,0,5,1
27,149.3,1,0,5,1
6,77.97,2,0,5,3
19,59.68,0,0,5,0
14,126.86,2,1,5,0
48,117.63,1,0,4,0
44,136.1,2,0,5,1
10,88.64,0,0,5,0
40,92.99,3,0,4,0
3,114.95,1,0,5,3
34,71.73,2,0,4,2
25,55.48,0,0,5,0
7,69.99,2,0,5,2
40,127.8,1,0,5,1
46,140.94,4,0,5,2
17,52.49,0,0,5,0
19,72.66,1,0,5,1
34,76.33,3,0,4,0
43,142.15,1,0,5,0
5,69.47,1,0,4,0
5,52.06,0,0,4,3
48,114.88,0,0,5,2
40,112.18,1,0,5,0
5,143.98,1,0,5,3
31,113.68,2,0,5,1
41,85.24,0,0,5,0
35,90.66,1,0,5,2
38,69.46,0,0,4,0
33,108.2,2,0,5,1
16,82.85,2,0,3,2
10,119.29,1,0,5,0
19,140.62,4,0,5,6
32,80.22,2,0,5,1
22,147.03,0,0,4,1
15,51.83,2,0,5,1
3,79.29,1,1,5,1
4,60.41,3,0,4,5
12,104.31,4,0,4,2
40,77.32,3,0,4,1
42,127.87,2,0,4,2
48,125.04,1,0,5,1
38,64.9,2,0,5,1
31,141.59,1,0,5,1
1,117.94,0,0,5,2
12,94.99,0,0,5,0
47,74.61,1,0,5,0
23,76.58,4,0,4,2
28,145.08,1,0,5,1
20,136.51,1,1,5,0
37,83.57,3,0,5,2
20,117.1,0,0,5,1
23,121.0,0,0,5,0
10,67.68,3,1,3,4
3,111.06,1,0,4,3
40,73.44,3,0,5,0
38,98.97,0,0,5,1
44,108.35,3,0,5,1
8,98.24,1,0,5,0
11,134.84,3,0,5,2
46,100.24,0,0,4,0
4,112.15,2,0,4,2
47,95.86,0,0,3,1
39,139.96,2,0,3,1
31,142.23,0,0,5,1
25,126.69,1,0,5,1
25,69.25,1,0,5,1
30,67.31,2,0,4,0
37,119.75,3,0,5,1
30,94.47,1,0,5,1
36,126.77,2,0,4,1
13,85.87,0,0,5,1
28,100.31,0,0,5,1
48,147.2,0,0,5,1
18,67.55,1,0,4,1
8,134.75,1,0,5,0
46,124.53,2,0,5,1
21,106.95,1,0,5,4
9,119.15,0,1,5,0
18,84.11,1,0,5,3
4,123.79,2,1,3,1
31,66.06,2,0,5,1
43,140.94,0,0,5,3
44,120.67,0,0,5,4
23,82.85,1,0,5,0
43,128.04,4,1,5,2
48,121.9,1,0,5,0
3,112.8,5,1,2,9
10,93.84,2,0,5,3
10,85.55,0,0,5,0
13,84.61,5,1,4,8
27,62.68,3,0,5,1
16,117.75,3,1,4,3
28,75.35,1,1,5,1
45,76.51,2,0,5,1
13,108.35,0,0,5,0
17,80.4,2,0,4,0
1,149.04,0,0,5,1
26,149.11,2,0,5,2
38,82.05,0,0,4,1
44,108.0,4,0,5,0
35,121.58,2,0,5,1
2,103.53,1,0,4,4
35,58.76,2,0,5,0
44,63.88,0,0,5,0
40,110.52,1,0,5,2
43,118.21,3,0,4,0
12,57.34,0,0,5,0
14,64.17,0,0,5,2
25,98.19,2,1,5,1
21,77.77,2,0,4,2
31,84.83,1,0,5,1
31,143.76,0,1,5,0
11,95.93,1,0,5,1
11,101.19,1,0,4,3
45,65.5,3,0,4,2
13,105.17,2,0,4,2
12,107.39,0,0,5,1
43,123.8,0,0,5,0
5,109.65,4,1,3,7
5,61.53,3,0,4,1
9,86.08,3,1,3,1
34,126.77,0,0,5,0
46,57.98,2,0,5,0
43,76.61,2,0,4,0
16,100.6,3,0,5,3
5,114.63,3,0,3,7
35,53.11,0,0,5,1
7,145.22,4,1,4,2
17,141.05,1,0,4,2
18,141.13,5,0,2,2
17,101.08,0,0,4,1
15,141.86,4,0,5,4
22,138.98,1,0,5,2
33,77.18,1,0,5,0
26,82.84,0,0,5,1
2,53.18,2,0,4,1
45,52.34,2,0,5,1
3,66.46,1,0,3,1
27,99.08,2,1,4,0
32,97.91,3,1,5,0
46,100.0,2,0,5,2
2,130.9,4,0,4,6
32,95.4,1,0,5,0
15,51.65,1,0,5,4
43,148.31,2,0,5,2
34,67.62,3,0,5,4
46,126.92,4,0,4,2
18,60.77,2,0,3,2
20,70.17,3,0,4,0
14,113.27,1,0,5,5
27,103.1,1,0,5,1
26,93.03,0,0,5,1
14,132.67,2,0,5,3
30,138.52,2,0,5,4
16,75.16,1,0,5,1
17,133.67,1,0,5,1
18,149.33,1,0,5,2
28,130.84,2,0,5,1
4,137.13,2,0,5,3
17,74.17,2,0,3,1
42,144.93,1,0,5,0
46,69.74,0,0,5,1
36,113.02,2,0,4,0
44,139.69,1,0,4,0
39,85.64,1,0,4,1
37,104.9,2,0,5,1
28,93.24,0,0,5,1
32,89.5,2,0,4,1
3,144.17,4,1,3,9
25,128.65,2,0,5,1
11,113.13,1,0,4,1
31,136.53,0,0,5,0
42,94.99,2,0,5,1
3,100.0,0,0,5,1
1,130.57,1,0,5,1
5,133.49,0,0,5,2
6,63.41,2,0,5,3
18,76.38,1,0,5,1
27,81.28,0,0,5,0
35,135.84,2,0,5,2
37,114.62,1,0,5,2
10,70.27,1,0,5,3
15,66.2,1,0,5,2
41,117.6,0,0,5,0
17,119.44,2,0,4,3
12,146.59,2,1,3,3
29,74.87,1,0,5,0
44,102.7,2,0,4,1
31,133.35,2,0,5,5
43,132.3,0,0,5,0
23,59.89,0,0,4,2
1,107.85,1,0,5,3
48,138.49,2,0,5,1
33,85.1,2,0,5,1
6,126.66,2,0,4,2
1,86.26,0,0,5,0
38,58.47,2,0,4,0
13,103.28,1,0,5,0
5,133.6,4,1,3,4
35,127.6,2,0,4,1
35,135.92,4,0,5,4
40,65.65,3,0,5,1
42,136.7,0,0,5,0
15,125.45,2,1,5,1
6,54.36,0,0,4,1
27,50.95,1,0,5,0
35,144.66,3,1,4,1
8,141.5,1,0,5,1
3,138.88,2,0,5,3
15,58.69,5,1,3,5
21,100.74,3,0,5,3
11,100.62,2,0,4,1
10,77.46,0,0,5,0
30,123.4,5,0,4,1
45,85.61,2,0,5,0
35,82.03,1,0,5,0
43,80.69,1,0,5,1
29,77.82,0,0,5,0
2,132.52,0,0,4,0
4,87.65,0,0,5,2
16,87.89,2,0,4,2
41,85.26,1,0,5,0
29,145.79,3,0,5,1
16,115.04,2,0,5,1
24,142.99,1,0,5,0
21,86.96,0,0,5,0
44,123.08,0,0,5,1
42,120.82,1,0,5,1
24,143.16,1,1,5,1
1,145.08,1,1,5,3
7,93.45,1,0,4,1
44,122.05,2,0,5,1
36,134.78,0,0,5,1
19,113.3,1,1,5,0
23,79.32,1,0,5,0
17,53.99,1,0,5,1
33,80.17,1,0,4,1
30,77.06,0,0,5,0
35,141.23,0,0,5,2
39,71.72,1,0,5,0
38,148.62,2,0,4,1
27,83.28,2,0,5,2
43,52.01,2,0,5,2
3,117.78,2,0,5,1
47,144.49,1,0,5,0
16,96.56,4,0,3,4
48,116.63,1,0,5,2
36,101.97,1,0,5,0
23,53.33,0,0,5,4
32,122.24,0,0,5,0
2,69.51,3,1,3,3
5,113.37,2,0,5,4
17,88.35,1,0,4,1
45,58.84,1,0,5,0
14,54.35,3,0,5,4
3,101.29,0,0,4,0
7,94.4,5,0,2,8
47,83.73,1,0,5,0
1,112.1,2,0,5,1
17,146.89,1,0,4,1
6,74.06,1,0,5,2
21,66.64,3,0,5,1
29,77.52,0,0,4,1
15,126.17,2,1,4,1
46,137.33,0,0,5,0
6,81.58,2,0,5,1
30,117.36,3,0,5,2
23,59.66,4,0,5,1
14,78.23,4,0,3,4
24,74.1,4,1,3,3
11,59.54,1,0,5,2
47,104.06,2,0,5,0
43,145.95,0,0,5,0
45,90.88,4,0,5,5
7,149.43,3,0,4,2
8,101.56,3,0,4,2
26,101.36,0,0,5,0
44,147.28,2,0,5,1
37,125.78,1,0,5,0
37,101.44,2,1,5,2
31,57.98,2,0,4,0
17,118.86,1,0,5,4
6,116.69,2,0,5,1
48,82.4,1,0,5,2
48,85.51,6,0,5,1
43,74.4,1,0,5,2
48,95.94,2,0,5,0
40,94.73,1,0,5,0
3,67.17,1,0,5,0
10,64.25,1,0,5,1
47,93.66,2,0,5,0
36,96.91,0,0,5,1
41,149.39,1,0,5,1
40,103.87,3,0,5,2
29,88.61,2,0,4,0
43,111.37,1,0,4,2
47,52.03,1,0,5,0
19,77.59,1,0,5,1
1,136.08,2,1,4,4
6,99.41,3,1,4,1
19,94.45,2,0,5,0
18,77.96,0,0,4,2
47,90.02,0,0,5,1
42,113.54,3,0,4,3
42,134.2,1,0,5,0
39,133.86,1,0,5,0
46,124.49,2,0,5,1
45,119.21,5,0,4,2
16,88.17,2,0,4,4
4,110.0,0,0,5,1
41,142.24,3,0,4,0
38,80.48,2,0,4,1
9,66.92,2,0,4,6
38,136.85,1,0,5,2
7,122.16,3,0,3,3
26,116.91,0,0,5,0
2,134.84,2,0,3,2
41,99.54,1,0,5,1
40,118.7,2,1,5,1
29,147.57,0,0,5,0
26,64.12,4,0,4,2
41,52.05,0,0,5,0
12,93.0,2,1,5,2
6,129.52,0,0,5,6
3,93.07,3,0,3,5
24,55.56,1,0,5,1
48,128.57,0,0,4,0
39,113.21,1,0,5,2
28,118.78,1,0,5,1
42,63.59,1,0,3,0
48,53.04,2,0,5,0
2,125.29,1,0,4,2
15,57.32,2,0,4,0
48,115.43,1,0,5,1
29,107.38,0,0,5,1
33,116.99,2,0,4,0
36,87.91,5,0,5,2
35,138.34,1,0,5,0
22,134.16,4,1,4,2
10,127.32,1,0,5,0
42,133.21,0,0,5,1
13,142.93,3,1,4,4
47,98.96,3,0,3,1
24,126.96,1,0,5,0
16,88.54,0,0,5,2
6,53.45,1,1,5,3
47,106.42,1,0,5,1
6,114.24,0,0,5,1
17,115.43,1,0,4,2
43,74.96,1,0,5,1
23,108.66,0,0,5,1
32,57.91,0,0,5,0
19,59.2,1,0,4,2
31,82.15,3,0,5,1
39,118.4,2,0,4,1
48,146.67,2,0,5,2
32,66.71,5,0,4,3
9,80.18,1,0,5,4
6,106.81,1,0,5,1
36,80.0,2,0,5,1
10,85.05,2,1,4,5
24,116.1,1,0,5,1
36,94.53,1,0,3,0
5,142.93,0,1,5,1
